"","representative","taxID","taxon","rank","score","kingdom","phylum","class","order","family","genus","species"
"673","ASV673",8095,"Myoxocephalus","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus",""
"674","ASV674",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"675","ASV675",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"676","ASV676",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"677","ASV677",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"678","ASV678",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"679","ASV679",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"680","ASV680",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"681","ASV681",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"682","ASV682",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"683","ASV683",1,"root","no rank",1,"","","","","","",""
"684","ASV684",8045,"Gadidae","family",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","",""
"685","ASV685",8095,"Myoxocephalus","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus",""
"686","ASV686",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"687","ASV687",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"688","ASV688",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"689","ASV689",8095,"Myoxocephalus","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus",""
"690","ASV690",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"691","ASV691",8045,"Gadidae","family",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","",""
"692","ASV692",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"693","ASV693",8095,"Myoxocephalus","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus",""
"694","ASV694",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"695","ASV695",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"696","ASV696",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"697","ASV697",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"698","ASV698",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"699","ASV699",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"700","ASV700",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"701","ASV701",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"702","ASV702",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"703","ASV703",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"704","ASV704",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"705","ASV705",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"706","ASV706",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"707","ASV707",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"708","ASV708",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"709","ASV709",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"710","ASV710",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"711","ASV711",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"712","ASV712",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"713","ASV713",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"714","ASV714",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"715","ASV715",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"716","ASV716",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"717","ASV717",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"718","ASV718",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"719","ASV719",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"720","ASV720",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"721","ASV721",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"722","ASV722",255542,"Brachyopsinae","subfamily",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Agonidae","",""
"723","ASV723",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"724","ASV724",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"725","ASV725",8092,"Cottidae","family",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","",""
"726","ASV726",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"727","ASV727",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"728","ASV728",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"729","ASV729",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"730","ASV730",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"731","ASV731",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"732","ASV732",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"733","ASV733",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"734","ASV734",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"735","ASV735",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"736","ASV736",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"737","ASV737",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"738","ASV738",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"739","ASV739",69293,"Gasterosteus aculeatus","species",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus"
"740","ASV740",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"741","ASV741",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"742","ASV742",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"743","ASV743",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"744","ASV744",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"745","ASV745",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"746","ASV746",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"747","ASV747",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"748","ASV748",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"749","ASV749",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"750","ASV750",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"751","ASV751",8095,"Myoxocephalus","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus",""
"752","ASV752",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"753","ASV753",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"754","ASV754",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"755","ASV755",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"756","ASV756",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"757","ASV757",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"758","ASV758",8045,"Gadidae","family",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","",""
"759","ASV759",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"760","ASV760",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"761","ASV761",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"762","ASV762",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"763","ASV763",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"764","ASV764",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"765","ASV765",1,"root","no rank",1,"","","","","","",""
"766","ASV766",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"767","ASV767",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"768","ASV768",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"769","ASV769",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"770","ASV770",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"771","ASV771",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"772","ASV772",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"773","ASV773",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"774","ASV774",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"775","ASV775",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"776","ASV776",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"777","ASV777",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"778","ASV778",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"779","ASV779",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"780","ASV780",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"781","ASV781",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"782","ASV782",1,"root","no rank",1,"","","","","","",""
"783","ASV783",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"784","ASV784",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"785","ASV785",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"786","ASV786",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"787","ASV787",1,"root","no rank",1,"","","","","","",""
"788","ASV788",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"789","ASV789",1,"root","no rank",1,"","","","","","",""
"790","ASV790",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"791","ASV791",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"792","ASV792",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"793","ASV793",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"794","ASV794",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"795","ASV795",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"796","ASV796",1,"root","no rank",1,"","","","","","",""
"797","ASV797",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"798","ASV798",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"799","ASV799",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"800","ASV800",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"801","ASV801",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"802","ASV802",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"803","ASV803",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"804","ASV804",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"805","ASV805",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"806","ASV806",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"807","ASV807",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"808","ASV808",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"809","ASV809",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"810","ASV810",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"811","ASV811",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"812","ASV812",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"813","ASV813",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"814","ASV814",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"815","ASV815",980344,"Stichaeus punctatus","species",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Stichaeidae","Stichaeus","Stichaeus punctatus"
"816","ASV816",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"817","ASV817",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"818","ASV818",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"819","ASV819",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"820","ASV820",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"821","ASV821",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"822","ASV822",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"823","ASV823",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"824","ASV824",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"825","ASV825",1,"root","no rank",1,"","","","","","",""
"826","ASV826",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"827","ASV827",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"828","ASV828",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"829","ASV829",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"830","ASV830",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"831","ASV831",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"832","ASV832",274705,"Sebastinae","subfamily",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Sebastidae","",""
"833","ASV833",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"834","ASV834",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"835","ASV835",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"836","ASV836",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"837","ASV837",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"838","ASV838",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"839","ASV839",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"840","ASV840",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"841","ASV841",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"842","ASV842",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"843","ASV843",8095,"Myoxocephalus","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus",""
"844","ASV844",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"845","ASV845",8092,"Cottidae","family",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","",""
"846","ASV846",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"847","ASV847",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"848","ASV848",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"849","ASV849",8095,"Myoxocephalus","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus",""
"850","ASV850",8095,"Myoxocephalus","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus",""
"851","ASV851",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"852","ASV852",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"853","ASV853",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"854","ASV854",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
